"Year","bank_id","Model","MES","CoVaR","ACoVaR","Size","Lev","Cost_TI","NPA","DSIB","RWA_TA","WPS","ROE","Acquirer","Target","Type","Distance","MES_pos","ACoVar_pos","CoVar_pos","SIZE_ortho","INSTABILITY","ENDOGENOUS","EXOGENOUS","Model_lag","MES_lag","ACoVar_lag","CoVar_lag","SIZE_lag","Lev_lag","Cost_TI_lag","NPA_lag","DSIB_lag","RWA_TA_lag","WPS_lag","ROE_lag","Type_lag","Acquirer_lag","Target_lag","Distance_lag","IMR_BM4","IMR_BM1","IMR_BM2","IMR_BM3","BM1_lag","BM2_lag","BM3_lag"
2017,"KAR","BM4",-2.1462136,-1.6657597,-0.6237382,11.06724129,12.45261723,21.75509654,4.208018445,0,3.318202,0.5105825,10.24007056,0,0,0,16.07139048,2.1462136,0.6237382,1.6657597,-0.292971980895428,1,1,0,"BM4",4.1302719,0.6682574,1.990457,-0.325952920072808,15.30932011,17.90765067,3.44409597,0,2.7727831,0.5002472,11.73198423,0,0,0,13.18773922,-0.574254690138622,-0.756893044791459,-0.0800858133437227,-0.118426816861804,0,0,0
2018,"KAR","BM1",-2.0960895,-1.8396636,-0.631982,11.16157454,13.00770786,20.9909872,4.924959652,0,3.3355106,0.5330783,6.171060855,0,0,0,4.728518556,2.0960895,0.631982,1.8396636,-0.274247122716791,1,1,0,"BM4",2.1462136,0.6237382,1.6657597,-0.292971980895428,12.45261723,21.75509654,4.208018445,0,3.318202,0.5105825,10.24007056,0,0,0,16.07139048,-0.623383546055266,-0.688685890160591,-0.118598294044465,-0.174275563766435,0,0,0
2019,"KAR","BM1",-1.8041283,-1.9303754,-0.6241375,11.27778214,13.66348421,21.09566763,4.410592043,0,2.7147815,0.5311866,8.52569054,0,0,0,8.373935931,1.8041283,0.6241375,1.9303754,-0.0699186232093837,1,1,0,"BM1",2.0960895,0.631982,1.8396636,-0.274247122716791,13.00770786,20.9909872,4.924959652,0,3.3355106,0.5330783,6.171060855,0,0,0,4.728518556,-0.622935959252936,-0.735756884099822,-0.0704318889709437,-0.0542999274614299,1,0,0
2020,"KAR","BM1",-6.2626466,-2.5119267,-0.6356604,11.33036573,13.95432118,21.13668623,4.823871733,0,2.8970828,0.5136667,7.345869657,0,0,0,7.857931192,6.2626466,0.6356604,2.5119267,-0.0246287514802891,1,0,1,"BM1",1.8041283,0.6241375,1.9303754,-0.0699186232093837,13.66348421,21.09566763,4.410592043,0,2.7147815,0.5311866,8.52569054,0,0,0,8.373935931,-0.613176682161374,-0.734906308234128,-0.0869444746046117,-0.0773722234049148,1,0,0
2021,"KAR","BM1",-3.0618015,-1.8070409,-0.5513504,11.35762079,12.88931846,21.98760595,4.909256675,0,2.4451955,0.4855795,7.652,0,0,0,10.94660466,3.0618015,0.5513504,1.8070409,-0.0370386204620024,0,0,0,"BM1",6.2626466,0.6356604,2.5119267,-0.0246287514802891,13.95432118,21.13668623,4.823871733,0,2.8970828,0.5136667,7.345869657,0,0,0,7.857931192,-0.614444949822092,-0.734512862392708,-0.0922817570590405,-0.0687295810992829,1,0,0
2022,"KAR","BM1",-3.0105615,-1.9915616,-0.6287899,11.42501179,12.90873534,25.23736225,3.896218998,0,2.1696593,0.4678919,7.405057,0,0,0,11.1005401,3.0105615,0.6287899,1.9915616,0.220136906237183,0,0,0,"BM1",3.0618015,0.5513504,1.8070409,-0.0370386204620024,12.88931846,21.98760595,4.909256675,0,2.4451955,0.4855795,7.652,0,0,0,10.94660466,-0.627218179191132,-0.713339063329391,-0.106908106323667,-0.0950615689772027,1,0,0
2023,"KAR","BM1",-2.3568133,-1.7186074,-0.6445397,11.50346423,12.06063326,23.98027885,3.740303458,0,1.8070009,0.4581861,15.419856,0,0,0,13.23869255,2.3568133,0.6445397,1.7186074,0.262195068651009,0,0,0,"BM1",3.0105615,0.6287899,1.9915616,0.220136906237183,12.90873534,25.23736225,3.896218998,0,2.1696593,0.4678919,7.405057,0,0,0,11.1005401,-0.571818476290606,-0.744486585341614,-0.120880045713387,-0.132263951871726,1,0,0
2024,"KAR","BM1",-2.6212743,-2.0216706,-0.6783016,11.66207428,10.7005189,25.51968399,3.532001213,0,1.8054835,0.4511841,13.705738,0,0,0,14.09248363,2.6212743,0.6783016,2.0216706,0.393601979947134,0,0,0,"BM1",2.3568133,0.6445397,1.7186074,0.262195068651009,12.06063326,23.98027885,3.740303458,0,1.8070009,0.4581861,15.419856,0,0,0,13.23869255,-0.657816982646494,-0.670317134651992,-0.131980258944179,-0.120102988334304,1,0,0
2006,"KMB","BM3",-4.867904,-2.8369586,-1.1749807,9.227740626,11.7691846,41.35411756,0.626243543,0,26.9706608,0.3033203,14.582599,0,0,0,41.89541702,4.867904,1.1749807,2.8369586,-0.725327321516758,0,0,0,"BM3",2.4990389,0.8985783,2.1956063,-1.60595809361954,8.604230862,40.61600669,0.726758607,0,14.793247,0.2339808,12.460071,0,0,0,43.9567176,-0.0519672368384483,-0.0842616817264717,-0.110738962617426,-0.967387405588865,0,0,1
2007,"KMB","BM3",-4.9711052,-3.2662615,-1.3012954,9.89924954,11.98334552,37.41133156,2.566202566,0,12.1671948,0.4078736,11.190528,0,0,0,41.44659806,4.9711052,1.3012954,3.2662615,-0.606744818971765,1,0,1,"BM3",4.867904,1.1749807,2.8369586,-0.725327321516758,11.7691846,41.35411756,0.626243543,0,26.9706608,0.3033203,14.582599,0,0,0,41.89541702,-0.0443360766670353,-0.0338690409380609,-0.153944254066327,-0.967030718347083,0,0,1
2008,"KMB","BM3",-8.6574042,-4.6210806,-1.9513884,10.25105379,7.87831265,33.9924109,2.880030517,0,6.5275782,0.4946789,11.185437,0,0,0,37.81344716,8.6574042,1.9513884,4.6210806,-0.788019372092093,1,0,1,"BM3",4.9711052,1.3012954,3.2662615,-0.606744818971765,11.98334552,37.41133156,2.566202566,0,12.1671948,0.4078736,11.190528,0,0,0,41.44659806,-0.131147148766975,-0.179781234299718,-0.297717772206207,-0.87837235500355,0,0,1
2009,"KMB","BM3",-6.4074537,-3.7925276,-1.6251863,10.26506604,7.351601353,35.83419735,4.308639213,0,6.0166075,0.3850165,7.363343,0,0,0,42.19722833,6.4074537,1.6251863,3.7925276,-0.837044627710329,1,0,1,"BM3",8.6574042,1.9513884,4.6210806,-0.788019372092093,7.87831265,33.9924109,2.880030517,0,6.5275782,0.4946789,11.185437,0,0,0,37.81344716,-0.235398744148023,-0.269781088339469,-0.19778734618486,-0.853646366410723,0,0,1
2010,"KMB","BM3",-2.4489959,-2.1903319,-0.9383618,10.53039654,8.24603599,30.62396429,3.623308849,0,5.0678834,0.5031993,13.287774,0,0,0,26.97001764,2.4489959,0.9383618,2.1903319,-0.671872685395915,0,0,0,"BM3",6.4074537,1.6251863,3.7925276,-0.837044627710329,7.351601353,35.83419735,4.308639213,0,6.0166075,0.3850165,7.363343,0,0,0,42.19722833,-0.194779579974468,-0.226745770174022,-0.254660118806093,-0.862784531284667,0,0,1
2011,"KMB","BM3",-2.5652936,-2.8099507,-1.1575379,10.83664849,7.44150001,31.25212349,2.030672239,0,3.6372726,0.5210403,14.387762,0,0,0,33.69264314,2.5652936,1.1575379,2.8099507,-0.311227895601334,0,0,0,"BM3",2.4489959,0.9383618,2.1903319,-0.671872685395915,8.24603599,30.62396429,3.623308849,0,5.0678834,0.5031993,13.287774,0,0,0,26.97001764,-0.524687575240804,-0.530936031592724,-0.233990609854339,-0.504608311887729,0,0,1
2012,"KMB","BM3",-2.2069928,-2.3108587,-0.930701,11.09234863,8.228138018,25.63477303,1.556832497,0,3.2190398,0.5971369,14.648874,0,0,0,34.61446858,2.2069928,0.930701,2.3108587,-0.215199895475391,0,0,0,"BM3",2.5652936,1.1575379,2.8099507,-0.311227895601334,7.44150001,31.25212349,2.030672239,0,3.6372726,0.5210403,14.387762,0,0,0,33.69264314,-0.327155031098828,-0.338527371990252,-0.152848737737627,-0.80314539777224,0,0,1
2013,"KMB","BM3",-2.5121392,-2.2901315,-0.920631,11.33491883,8.842915843,24.01058246,1.54973264,0,2.7790444,0.6868235,15.599859,0,0,0,29.81989223,2.5121392,0.920631,2.2901315,-0.0182034773623145,0,0,0,"BM3",2.2069928,0.930701,2.3108587,-0.215199895475391,8.228138018,25.63477303,1.556832497,0,3.2190398,0.5971369,14.648874,0,0,0,34.61446858,-0.31355978206849,-0.292572234612345,-0.0869911728930314,-0.844586239416816,0,0,1
2014,"KMB","BM3",-1.5390746,-1.8176655,-0.7186628,11.38036894,7.130258913,25.00885921,1.97963153,0,2.3353628,0.6922669,13.817472,1,0,0,25.77357302,1.5390746,0.7186628,1.8176655,-0.0955772510075759,0,0,0,"BM3",2.5121392,0.920631,2.2901315,-0.0182034773623145,8.842915843,24.01058246,1.54973264,0,2.7790444,0.6868235,15.599859,0,0,0,29.81989223,-0.442300539028706,-0.394251059587007,-0.0938994402670704,-0.72980641288586,0,0,1
2015,"KMB","BM3",-3.1441177,-2.0639426,-0.8132418,11.57130828,7.495153553,27.70380063,1.85228269,0,2.1215828,0.7935297,14.121387,1,0,0,21.13334999,3.1441177,0.8132418,2.0639426,0.203343139394759,1,1,0,"BM3",1.5390746,0.7186628,1.8176655,-0.0955772510075759,7.130258913,25.00885921,1.97963153,0,2.3353628,0.6922669,13.817472,0,1,0,25.77357302,-0.338468192391549,-0.226775715276001,-0.0538591674252254,-0.86401426396441,0,0,1
2016,"KMB","BM3",-2.1694442,-2.0183652,-0.78447,12.16660281,8.023369878,28.80290236,2.359564691,0,2.9195728,1.3737027,10.96808093,0,0,0,12.24689412,2.1694442,0.78447,2.0183652,0.678780979626504,1,1,0,"BM3",3.1441177,0.8132418,2.0639426,0.203343139394759,7.495153553,27.70380063,1.85228269,0,2.1215828,0.7935297,14.121387,0,1,0,21.13334999,-0.428722454840986,-0.308428498885945,-0.0795966968369586,-0.784273337133098,0,0,1
2017,"KMB","BM4",-0.7072251,-1.5485543,-0.5481689,12.27648431,7.769948954,26.53225858,2.593559477,0,2.5577449,1.4167898,13.22788157,0,0,0,15.29664666,0.7072251,0.5481689,1.5485543,0.669550511677028,1,1,0,"BM3",2.1694442,0.78447,2.0183652,0.678780979626504,8.023369878,28.80290236,2.359564691,0,2.9195728,1.3737027,10.96808093,0,0,0,12.24689412,-0.692116191840423,-0.557720410037378,-0.112933966388231,-0.301139613899909,0,0,1
2018,"KMB","BM4",-2.2065013,-1.9025955,-0.7365606,12.48723374,7.067939448,26.99803482,2.224830036,0,1.9739118,1.6333999,12.54744378,0,0,0,19.38293454,2.2065013,0.7365606,1.9025955,0.804385966988566,1,1,0,"BM4",0.7072251,0.5481689,1.5485543,0.669550511677028,7.769948954,26.53225858,2.593559477,0,2.5577449,1.4167898,13.22788157,0,0,0,15.29664666,-0.723359834642224,-0.501971848702332,-0.109873656464271,-0.324411057477532,0,0,0
2019,"KMB","BM4",-1.643168,-2.0283122,-0.7913545,12.65130989,7.276661895,26.32409375,2.141539547,0,2.6698546,1.7528255,12.10518249,0,0,0,22.32965126,1.643168,0.7913545,2.0283122,0.93772976224128,1,1,0,"BM4",2.2065013,0.7365606,1.9025955,0.804385966988566,7.067939448,26.99803482,2.224830036,0,1.9739118,1.6333999,12.54744378,0,0,0,19.38293454,-0.667170780842744,-0.438329707994184,-0.109638436090433,-0.487616106960945,0,0,0
2020,"KMB","BM4",-6.4585927,-2.8200844,-1.1850099,12.79455819,7.349779726,27.40081792,2.25196183,0,2.2599553,1.8806416,12.94050566,0,0,0,20.61985659,6.4585927,1.1850099,2.8200844,1.08619145202966,1,0,1,"BM4",1.643168,0.7913545,2.0283122,0.93772976224128,7.276661895,26.32409375,2.141539547,0,2.6698546,1.7528255,12.10518249,0,0,0,22.32965126,-0.616129671021047,-0.368296679888053,-0.10782572555848,-0.602246359375881,0,0,0
2021,"KMB","BM4",-2.8655708,-1.9172971,-0.789323,12.85706524,6.017681656,26.57672553,3.250739005,0,1.7465301,1.7977805,12.355,0,0,0,22.77176737,2.8655708,0.789323,1.9172971,0.975272857817926,0,0,0,"BM4",6.4585927,1.1850099,2.8200844,1.08619145202966,7.349779726,27.40081792,2.25196183,0,2.2599553,1.8806416,12.94050566,0,0,0,20.61985659,-0.663754590526499,-0.392237327073622,-0.125732186500827,-0.524662988899461,0,0,0
2022,"KMB","BM4",-2.4568628,-2.0332301,-0.8195986,12.97021029,5.926708608,33.30437771,2.343869128,0,1.5315807,1.8141584,12.589916,0,0,0,23.54751201,2.4568628,0.8195986,2.0332301,1.39388398272079,0,0,0,"BM4",2.8655708,0.789323,1.9172971,0.975272857817926,6.017681656,26.57672553,3.250739005,0,1.7465301,1.7977805,12.355,0,0,0,22.77176737,-0.69568287457801,-0.35397091287094,-0.128348224462108,-0.51137884920166,0,0,0
2023,"KMB","BM4",-1.1091917,-1.6240917,-0.5816843,13.10187997,5.8651941,33.35517118,1.77779827,0,1.3983313,1.904193,14.02683,0,0,0,21.34054027,1.1091917,0.5816843,1.6240917,1.544724919173,0,0,0,"BM4",2.4568628,0.8195986,2.0332301,1.39388398272079,5.926708608,33.30437771,2.343869128,0,1.5315807,1.8141584,12.589916,0,0,0,23.54751201,-0.575344224763503,-0.343014341216038,-0.189286321334379,-0.627262066096476,0,0,0
2024,"KMB","BM4",-1.6806468,-1.9845545,-0.733706,13.30527983,6.207245272,29.74540327,1.387770864,0,0.8056523,2.0657277,15.292564,0,0,0,15.96135548,1.6806468,0.733706,1.9845545,1.61371874920429,0,0,0,"BM4",1.1091917,0.5816843,1.6240917,1.544724919173,5.8651941,33.35517118,1.77779827,0,1.3983313,1.904193,14.02683,0,0,0,21.34054027,-0.603842625502641,-0.353146471649452,-0.171887076250108,-0.600776392177973,0,0,0
2006,"KVB","BM4",-1.8084105,-2.4992186,-0.5528657,9.105855895,10.33450435,22.66532651,3.914476512,0,1.3495122,0.3500209,16.582383,0,0,0,13.13176477,1.8084105,0.5528657,2.4992186,-2.27985066492195,0,0,0,"BM1",1.5402332,0.5570143,2.0320056,-2.44619998801254,10.36287056,24.23781111,5.102299093,0,1.4188675,0.3631006,14.303926,0,0,0,8.551933823,-0.494680317079425,-0.831460514997887,-0.0674065293958992,-0.0288899533318598,1,0,0
2007,"KVB","BM4",-3.078853,-2.7694506,-0.4848312,9.312807408,10.42087631,19.51089742,2.821795941,0,3.0784715,0.3463297,16.540019,0,0,0,16.55732084,3.078853,0.4848312,2.7694506,-2.09049175147287,1,0,1,"BM4",1.8084105,0.5528657,2.4992186,-2.27985066492195,10.33450435,22.66532651,3.914476512,0,1.3495122,0.3500209,16.582383,0,0,0,13.13176477,-0.509480198114849,-0.816728911395475,-0.0652925612101397,-0.0647843356022424,0,0,0
2008,"KVB","BM1",-5.3782365,-3.8529699,-0.5908482,9.587613549,12.25464086,16.76982614,2.027380082,0,2.9403154,0.3780048,18.492377,0,0,0,14.8648822,5.3782365,0.5908482,3.8529699,-1.74663452715015,1,0,1,"BM4",3.078853,0.4848312,2.7694506,-2.09049175147287,10.42087631,19.51089742,2.821795941,0,3.0784715,0.3463297,16.540019,0,0,0,16.55732084,-0.548295745735569,-0.770903539499073,-0.0541108492065655,-0.155019940234397,0,0,0
2009,"KVB","BM1",-2.1945687,-3.2070681,-0.6224831,9.744535378,12.63603372,15.05268572,1.948934478,0,2.1195202,0.3716624,18.568981,0,0,0,21.89433599,2.1945687,0.6224831,3.2070681,-1.636904993181,1,0,1,"BM1",5.3782365,0.5908482,3.8529699,-1.74663452715015,12.25464086,16.76982614,2.027380082,0,2.9403154,0.3780048,18.492377,0,0,0,14.8648822,-0.549159443328361,-0.77678247419562,-0.0427436687750684,-0.140151177566062,1,0,0
2010,"KVB","BM1",-1.3654299,-1.9222296,-0.5284953,9.995827102,13.54016464,17.38986008,1.72095064,0,1.7127031,0.4059865,22.627308,0,0,0,24.19019467,1.3654299,0.5284953,1.9222296,-1.20681376505717,0,0,0,"BM1",2.1945687,0.6224831,3.2070681,-1.636904993181,12.63603372,15.05268572,1.948934478,0,2.1195202,0.3716624,18.568981,0,0,0,21.89433599,-0.537988430257182,-0.742480334810755,-0.0508465875487384,-0.257083565212613,1,0,0
2011,"KVB","BM1",-1.0481514,-2.3803841,-0.4736427,10.24795769,13.34802051,17.34884924,1.263820177,0,2.3231514,0.4402138,22.256785,0,0,0,28.1745798,1.0481514,0.4736427,2.3803841,-0.941571139952226,0,0,0,"BM1",1.3654299,0.5284953,1.9222296,-1.20681376505717,13.54016464,17.38986008,1.72095064,0,1.7127031,0.4059865,22.627308,0,0,0,24.19019467,-0.540085975935764,-0.727857377486865,-0.0843053134083507,-0.270261599869969,1,0,0
2012,"KVB","BM1",-1.0312441,-2.019739,-0.4576325,10.53568678,13.89654599,14.95816571,1.3261668,0,1.9873692,0.4975804,20.806541,0,0,0,35.88402893,1.0312441,0.4576325,2.019739,-0.745700859206348,0,0,0,"BM1",1.0481514,0.4736427,2.3803841,-0.941571139952226,13.34802051,17.34884924,1.263820177,0,2.3231514,0.4402138,22.256785,0,0,0,28.1745798,-0.516553691478036,-0.644628059151011,-0.0897787246042827,-0.446763112323308,1,0,0
2013,"KVB","BM1",-2.6640991,-2.0796799,-0.5015032,10.7522131,15.14761729,16.23426041,0.962304012,0,1.5915761,0.5202511,18.998228,0,0,0,42.2506799,2.6640991,0.5015032,2.0796799,-0.401085921492917,0,0,0,"BM1",1.0312441,0.4576325,2.019739,-0.745700859206348,13.89654599,14.95816571,1.3261668,0,1.9873692,0.4975804,20.806541,0,0,0,35.88402893,-0.418981974521411,-0.4908381931074,-0.08297417432107,-0.685013085508912,1,0,0
2014,"KVB","BM1",-2.1660128,-1.7168014,-0.4917124,10.85017278,15.49540533,17.78676147,0.815696147,0,1.6516663,0.512795,13.400824,0,0,0,45.33292365,2.1660128,0.4917124,1.7168014,-0.250638074437996,0,0,0,"BM1",2.6640991,0.5015032,2.0796799,-0.401085921492917,15.14761729,16.23426041,0.962304012,0,1.5915761,0.5202511,18.998228,0,0,0,42.2506799,-0.251539052225887,-0.338352174166051,-0.0796832615161025,-0.850917062072069,1,0,0
2015,"KVB","BM1",-1.5416495,-1.979455,-0.5423432,10.88092,12.51815732,18.31737348,1.847276577,0,1.5651948,0.4737231,12.262589,0,0,0,42.51588558,1.5416495,0.5423432,1.979455,-0.459418632384877,1,1,0,"BM1",2.1660128,0.4917124,1.7168014,-0.250638074437996,15.49540533,17.78676147,0.815696147,0,1.6516663,0.512795,13.400824,0,0,0,45.33292365,-0.136489034732308,-0.225003961577363,-0.0556235607336692,-0.928485950776291,1,0,0
2016,"KVB","BM1",-1.5150921,-1.9348648,-0.5353337,10.98503367,12.89861136,19.26963378,1.294916731,0,1.697646,0.4961917,12.87301714,0,0,0,39.39472564,1.5150921,0.5353337,1.9348648,-0.25759279258156,1,1,0,"BM1",1.5416495,0.5423432,1.979455,-0.459418632384877,12.51815732,18.31737348,1.847276577,0,1.5651948,0.4737231,12.262589,0,0,0,42.51588558,-0.207866192198302,-0.264357763641654,-0.0618800008199467,-0.896474140708233,1,0,0
2017,"KVB","BM1",-1.311492,-1.5963459,-0.5119616,11.03178195,12.27389611,20.06303908,3.581061565,0,1.5723081,0.4832836,12.61327517,0,0,0,37.41127027,1.311492,0.5119616,1.5963459,-0.367994390271628,1,1,0,"BM1",1.5150921,0.5353337,1.9348648,-0.25759279258156,12.89861136,19.26963378,1.294916731,0,1.697646,0.4961917,12.87301714,0,0,0,39.39472564,-0.229248000794597,-0.304636346716768,-0.0650800740359563,-0.874807900184775,1,0,0
2018,"KVB","BM1",-1.8369904,-1.7815287,-0.4936318,11.11157337,10.68637216,21.52744407,6.5598385,0,1.5044843,0.4823645,6.11815495,0,0,0,39.91404559,1.8369904,0.4936318,1.7815287,-0.576089586223634,1,1,0,"BM1",1.311492,0.5119616,1.5963459,-0.367994390271628,12.27389611,20.06303908,3.581061565,0,1.5723081,0.4832836,12.61327517,0,0,0,37.41127027,-0.413727759945849,-0.449540694400855,-0.151684936931709,-0.696617100040214,1,0,0
2019,"KVB","BM1",-1.5248846,-1.8768024,-0.5029219,11.14677887,10.7959243,23.82218791,8.79089594,0,1.4409246,0.4645737,3.324151304,0,0,0,34.61679829,1.5248846,0.5029219,1.8768024,-0.605635878423073,1,1,0,"BM1",1.8369904,0.4936318,1.7815287,-0.576089586223634,10.68637216,21.52744407,6.5598385,0,1.5044843,0.4823645,6.11815495,0,0,0,39.91404559,-0.473964818638162,-0.440677520490967,-0.250940337737416,-0.620262421432821,1,0,0
2020,"KVB","BM4",-5.5575556,-2.5268518,-0.6119008,11.13134538,10.34474596,24.37799227,8.683205438,0,1.3636374,0.4227183,3.609357084,0,0,0,16.34199796,5.5575556,0.6119008,2.5268518,-0.610217014272207,1,0,1,"BM1",1.5248846,0.5029219,1.8768024,-0.605635878423073,10.7959243,23.82218791,8.79089594,0,1.4409246,0.4645737,3.324151304,0,0,0,34.61679829,-0.581930430230402,-0.530652546944931,-0.387785942763171,-0.303457062291488,1,0,0
2021,"KVB","BM1",-3.1616402,-1.8542194,-0.5964442,11.22020657,10.72212378,31.09643481,7.843354418,0,1.1287066,0.4061432,5.301,0,0,0,20.59904916,3.1616402,0.5964442,1.8542194,-0.170581093499147,0,0,0,"BM4",5.5575556,0.6119008,2.5268518,-0.610217014272207,10.34474596,24.37799227,8.683205438,0,1.3636374,0.4227183,3.609357084,0,0,0,16.34199796,-0.670250987634533,-0.646182827578854,-0.206451730384289,-0.0626005138633342,0,0,0
2022,"KVB","BM1",-3.0204039,-2.0000945,-0.6055623,11.29067304,10.54097179,29.16940891,5.961891602,0,1.0402122,0.398623,9.250758,0,0,0,16.94237752,3.0204039,0.6055623,2.0000945,-0.0352600038317775,0,0,0,"BM1",3.1616402,0.5964442,1.8542194,-0.170581093499147,10.72212378,31.09643481,7.843354418,0,1.1287066,0.4061432,5.301,0,0,0,20.59904916,-0.569327978505923,-0.639660992691217,-0.380572385794048,-0.105846392433205,1,0,0
2023,"KVB","BM1",-1.5576972,-1.6358684,-0.4975559,11.40955656,10.50545908,26.47340772,2.272391153,0,0.9584024,0.4019122,13.67212,0,0,0,16.78247356,1.5576972,0.4975559,1.6358684,0.244951784507697,0,0,0,"BM1",3.0204039,0.6055623,2.0000945,-0.0352600038317775,10.54097179,29.16940891,5.961891602,0,1.0402122,0.398623,9.250758,0,0,0,16.94237752,-0.608646962531516,-0.674361546285823,-0.243741846517011,-0.117378744453188,1,0,0
2024,"KVB","BM1",-1.8542875,-1.925313,-0.5135966,11.56727344,10.51637698,26.75503481,1.399612419,0,0.9140101,0.4100258,17.233644,0,0,0,16.82720599,1.8542875,0.5135966,1.925313,0.494230819209856,0,0,0,"BM1",1.5576972,0.4975559,1.6358684,0.244951784507697,10.50545908,26.47340772,2.272391153,0,0.9584024,0.4019122,13.67212,0,0,0,16.78247356,-0.577954405367718,-0.684355386743222,-0.118636901108231,-0.279286162566992,1,0,0
2006,"LVB*","BM1",-2.5514842,-2.5872206,-0.5747326,8.500937948,16.90197544,28.15669114,4.139693073,0,3.6802103,0.2003241,8.625121,0,0,0,16.19043244,2.5514842,0.5747326,2.5872206,-2.2424161270069,0,0,0,"BM1",5.7630727,0.6169601,2.1145942,-2.74984298678481,17.62437997,26.82683742,7.87692825,0,2.5082445,0.1902483,1.464818,0,0,0,20.01690027,-0.257824495024115,-0.899918564255093,-0.218656868843789,-0.0333811579250129,1,0,0
2007,"LVB*","BM1",-2.7259433,-2.952588,-0.5351865,8.670220051,14.71079937,21.5212539,3.560750204,0,6.6004626,0.1861324,5.118096,0,0,0,21.69297636,2.7259433,0.5351865,2.952588,-2.41072640510297,1,0,1,"BM1",2.5514842,0.5747326,2.5872206,-2.2424161270069,16.90197544,28.15669114,4.139693073,0,3.6802103,0.2003241,8.625121,0,0,0,16.19043244,-0.268676977025665,-0.911450216032806,-0.143649979457413,-0.0654937731853449,1,0,0
2008,"LVB*","BM1",-7.4635944,-4.0122879,-0.5514558,8.782722304,15.61157242,19.78517509,3.51055711,0,5.8756526,0.1692284,6.210407,0,0,0,24.68034918,7.4635944,0.5514558,4.0122879,-2.30205879195953,1,0,1,"BM1",2.7259433,0.5351865,2.952588,-2.41072640510297,14.71079937,21.5212539,3.560750204,0,6.6004626,0.1861324,5.118096,0,0,0,21.69297636,-0.360200952740726,-0.835042373815738,-0.0913375272022988,-0.262140198253061,1,0,0
2009,"LVB*","BM1",-2.5489458,-3.4614591,-0.7587428,9.024930804,18.31022364,19.83871575,2.70783856,0,5.7057789,0.1811602,11.543648,0,0,0,20.83001244,2.5489458,0.7587428,3.4614591,-1.79583763214675,1,0,1,"BM1",7.4635944,0.5514558,4.0122879,-2.30205879195953,15.61157242,19.78517509,3.51055711,0,5.8756526,0.1692284,6.210407,0,0,0,24.68034918,-0.354150255593549,-0.822299176919197,-0.0958691639998294,-0.299559687815214,1,0,0
2010,"LVB*","BM1",-2.3877566,-2.0489644,-0.6654825,9.257822109,14.18986116,18.41064251,5.120622323,0,6.2744339,0.1911846,5.14256,0,0,0,18.29014535,2.3877566,0.6654825,2.0489644,-2.08328025026686,0,0,0,"BM1",2.5489458,0.7587428,3.4614591,-1.79583763214675,18.31022364,19.83871575,2.70783856,0,5.7057789,0.1811602,11.543648,0,0,0,20.83001244,-0.351193451346367,-0.861796676293205,-0.105637187769728,-0.182935256644622,1,0,0
